Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
callTestCase,Chrome 66.0.3359.139,,2018-05-04 14:06:42,2018-05-04 14:06:47,5.345s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 14:06:47,2018-05-04 14:06:47,0.052s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 14:06:47,2018-05-04 14:06:47,0.147s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 14:06:47,2018-05-04 14:06:48,0.219s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 14:06:48,2018-05-04 14:06:48,0.411s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 14:06:48,2018-05-04 14:06:48,0.191s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 14:06:48,2018-05-04 14:06:48,0.180s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-04 14:06:48,2018-05-04 14:06:49,0.114s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 14:06:49,2018-05-04 14:06:49,0.451s,PASSED
"Statement - firstClass = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(findFlightPage/input_servClass), ""value"", ""equals"", ""First"", true)",Chrome 66.0.3359.139,,2018-05-04 14:06:49,2018-05-04 14:06:49,0.002s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 14:06:49,2018-05-04 14:06:49,0.054s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-04 14:06:49,2018-05-04 14:06:49,0.067s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 14:06:49,2018-05-04 14:06:50,0.436s,PASSED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-04 14:06:50,2018-05-04 14:06:50,0.006s,PASSED
verifyTextPresent,Chrome 66.0.3359.139,,2018-05-04 14:06:50,2018-05-04 14:06:50,0.143s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-04 14:06:50,2018-05-04 14:06:50,0.150s,PASSED
