Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
click,Chrome 66.0.3359.139,,2018-05-04 13:54:36,2018-05-04 13:54:36,0.053s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 13:54:36,2018-05-04 13:54:36,0.146s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 13:54:36,2018-05-04 13:54:36,0.202s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 13:54:36,2018-05-04 13:54:37,0.415s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 13:54:37,2018-05-04 13:54:37,0.192s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 13:54:37,2018-05-04 13:54:37,0.185s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-04 13:54:37,2018-05-04 13:54:37,0.118s,PASSED
selectOptionByValue,Chrome 66.0.3359.139,,2018-05-04 13:54:37,2018-05-04 13:54:38,0.453s,PASSED
"Statement - firstClass = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.modifyObjectProperty(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(findFlightPage/input_servClass), ""value"", ""equals"", ""First"", true)",Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.004s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.052s,PASSED
selectOptionByIndex,Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.070s,PASSED
click,Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.321s,PASSED
waitForPageLoad,Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.014s,PASSED
verifyTextPresent,Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.147s,PASSED
callTestCase,Chrome 66.0.3359.139,,2018-05-04 13:54:38,2018-05-04 13:54:38,0.149s,PASSED
